44 1001
Wienhold, Frank G.
Institute for Atmospheric and Climate Science (IAC), ETH Zurich, Switzerland
meteorological station on Messfeld Hoenggerberg
permanent monitoring
1 1
2018 04 05  2018 04 05
0.0
time in minutes since 2018-04-05 0h00 GMT
18
     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0
 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0  9999.0  9999.0  9999.0  9999.0 
air pressure (hPa)
air temperature (deg C)
dew point(deg C)
relative humidity (percent)
illuminance (log base 10 of value in Lux)
radiation (W/m2)
rain accumulated during 10 min measurement interval (mm)
mean vector wind speed (m/s)
mean scalar wind speed (m/s)
mean wind direction (deg)
peak wind speed  (m/s)
direction of wind peek (deg)
mean north component (m/s)
mean east component (m/s)
barometer status code
thygan status code
interface sensor status code
wind sensor status code
5
station data 
location: Messfeld HPS G41, CH 8093 Zurich, Switzerland
latitude 47.40650 deg north
longitude 8.51190 deg east
elevation 541 m above sea level
7
This data can be used freely for scientific analysis.
The user agrees to cite IAC ETH Zurich as source of the data
and to consult IAC ETH Zurich before data is used for publication.

      time     p_air     T_air     T_dew        RH     illum radiation      rain  wspd_vec  wspd_scl      wdir   wspd_pk   wdir_pk wcp_north  wcp_east      baro    thygan       ifs      wind
     (min)     (hPa)   (deg C)   (deg C) (percent)(log10lux)    (W/m2)      (mm)     (m/s)     (m/s)     (deg)     (m/s)     (deg)     (m/s)     (m/s)  (status)  (status)  (status)  (status)

         0    948.03      7.57      3.76     76.76     -2.23     -6.00      0.00      2.09      2.12    266.00      4.50    271.00     -0.13     -2.08         0        20         0         6
        10    948.13      7.50      3.71     76.85     -2.00     -6.00      0.00      1.32      1.36    267.00      2.66    290.00     -0.07     -1.32         0        20         0         6
        20    948.25      7.30      3.71     77.94     -2.13     -5.00      0.00      1.73      1.78    262.00      4.03    277.00     -0.23     -1.72         0        20         0         6
        30    948.44      7.30      3.77     78.27     -2.36     -6.00      0.00      2.55      2.59    269.00      5.40    269.00     -0.06     -2.55         0        20         0         6
        40    948.36      6.92      3.79     80.44     -2.02     -6.00      0.00      2.39      2.43    250.00      4.68    254.00     -0.82     -2.25         0        20         0         6
        50    948.38      7.10      3.76     79.29     -1.94     -6.00      0.00      2.16      2.19    262.00      3.73    250.00     -0.29     -2.14         0        20         0         6
        60    948.28      6.94      3.74     80.06     -1.94     -6.00      0.00      2.13      2.16    256.00      4.22    256.00     -0.50     -2.07         0        30         0         6
        70    948.21      6.86      3.79     80.77     -1.94     -6.00      0.00      2.53      2.57    253.00      5.30    259.00     -0.76     -2.42         0        30         0         6
        80    948.12      6.52      3.79     82.66     -1.93     -6.00      0.00      2.49      2.55    244.00      4.96    242.00     -1.08     -2.24         0        30         0         6
        90    948.09      6.86      3.86     81.17     -1.88     -6.00      0.00      2.11      2.17    247.00      4.05    250.00     -0.81     -1.95         0        20         0         6
       100    948.08      6.07      3.73     84.97     -1.90     -6.00      0.00      1.49      1.52    259.00      3.10    272.00     -0.28     -1.46         0        30         0         6
       110    948.04      6.01      3.73     85.26     -1.89     -6.00      0.00      1.16      1.17    269.00      2.42    232.00     -0.03     -1.16         0        30         0         6
       120    948.08      6.78      4.15     83.32     -1.68     -6.00      0.00      1.88      1.92    258.00      3.61    256.00     -0.39     -1.83         0        20         0         6
       130    948.13      6.75      4.19     83.74     -1.76     -5.00      0.00      1.61      1.64    273.00      3.21    275.00      0.09     -1.61         0        30         0         6
       140    948.26      6.72      4.27     84.32     -1.61     -6.00      0.00      1.78      1.82    260.00      3.79    258.00     -0.30     -1.76         0        30         0         6
       150    948.31      6.93      4.41     83.98     -1.67     -5.00      0.00      1.85      1.91    259.00      5.03    253.00     -0.35     -1.82         0        30         0         6
       160    948.38      6.93      4.44     84.15     -1.55     -5.00      0.00      1.82      1.87    259.00      3.93    255.00     -0.33     -1.79         0        30         0         6
       170    948.48      6.95      4.53     84.52     -1.43     -4.00      0.00      1.73      1.77    256.00      3.92    251.00     -0.41     -1.68         0        30         0         6
       180    948.59      6.98      4.68     85.31     -1.41     -4.00      0.00      1.58      1.65    242.00      3.88    235.00     -0.74     -1.40         0        30         0         6
       190    948.59      7.07      4.66     84.62     -1.24     -4.00      0.00      2.03      2.09    237.00      4.93    252.00     -1.11     -1.69         0        30         0         6
       200    948.55      7.14      4.78     84.89     -1.40     -4.00      0.00      2.46      2.53    249.00      5.92    265.00     -0.89     -2.29         0        30         0         6
       210    948.52      7.14      4.78     84.91     -1.42     -4.00      0.00      2.56      2.63    252.00      6.00    259.00     -0.80     -2.43         0        30         0         6
       220    948.49      6.84      4.54     85.22     -1.80     -5.00      0.00      1.73      1.81    231.00      3.72    204.00     -1.10     -1.33         0        30         0         6
       230    948.57      7.35      4.36     81.31     -1.77     -6.00      0.00      1.97      2.03    259.00      5.22    253.00     -0.37     -1.94         0        20         0         6
       240    948.66      7.23      4.49     82.74     -1.60     -6.00      0.00      3.06      3.13    254.00      6.75    258.00     -0.82     -2.95         0        20         0         6
       250    948.74      6.79      4.40     84.74     -1.24     -6.00      0.00      1.94      2.00    240.00      3.86    260.00     -0.99     -1.68         0        30         0         6
       260    948.84      7.07      4.36     82.89     -0.53     -5.00      0.00      2.12      2.17    235.00      3.76    230.00     -1.22     -1.73         0        30         0         6
       270    948.91      7.31      4.19     80.52      0.23     -5.00      0.00      2.77      2.93    210.00      5.00    258.00     -2.39     -1.40         0        30         0         6
       280    949.03      7.15      4.23     81.64      1.18     -5.00      0.00      3.05      3.11    207.00      5.20    210.00     -2.73     -1.36         0        30         0         6
       290    949.19      7.09      4.25     82.13      1.88     -4.00      0.00      2.06      2.14    219.00      3.58    207.00     -1.61     -1.29         0        30         0         6
       300    949.38      7.09      4.28     82.31      2.34     -2.00      0.00      1.91      1.99    220.00      2.90    180.00     -1.45     -1.24         0        30         0         6
       310    949.50      7.12      4.22     81.79      2.67      1.00      0.00      1.57      1.67    230.00      2.97    213.00     -1.01     -1.21         0        30         0         6
       320    949.66      7.31      4.32     81.30      3.02      9.00      0.00      2.38      2.55    224.00      4.57    247.00     -1.70     -1.66         0        20         0         6
       330    949.80      7.17      4.51     83.12      3.04     15.00      0.00      2.35      2.43    242.00      4.53    248.00     -1.11     -2.07         0        30         0         6
       340    950.03      7.25      4.56     83.03      3.08     20.00      0.00      2.40      2.48    245.00      4.53    264.00     -1.00     -2.18         0        30         0         6
       350    950.21      7.25      4.59     83.18      2.79     11.00      0.00      1.67      1.73    247.00      3.22    263.00     -0.66     -1.53         0        30         0         6
       360    950.41      7.17      4.80     84.86      2.62      5.00      0.00      1.74      1.83    252.00      4.22    256.00     -0.53     -1.66         0        30         0         6
       370    950.51      7.25      4.79     84.32      2.41      3.00      0.00      1.88      1.96    228.00      3.50    239.00     -1.25     -1.40         0        30         0         6
       380    950.65      7.31      5.09     85.79      3.02      3.00      0.00      1.93      2.02    257.00      5.01    273.00     -0.42     -1.88         0        30         0         6
       390    950.62      7.20      5.23     87.31      3.75     44.00      0.00      1.64      1.84    241.00      3.88    258.00     -0.78     -1.44         0        30         0         6
       400    950.62      7.33      5.35     87.21      3.57     43.00      0.00      1.32      1.46    216.00      3.05    203.00     -1.07     -0.77         0        30         0         6
       410    950.74      7.59      5.23     84.96      3.85     62.00      0.00      1.40      1.44    260.00      3.06    259.00     -0.23     -1.38         0        30         0         6
       420    950.78      7.66      5.27     84.79      3.93     82.00      0.00      1.78      1.83    254.00      3.30    256.00     -0.49     -1.72         0        30         0         6
       430    950.86      7.87      5.01     82.12      4.07    105.00      0.00      2.27      2.33    246.00      5.26    256.00     -0.91     -2.08         0        30         0         6
       440    951.01      8.09      4.72     79.23      4.15    144.00      0.00      2.54      2.64    250.00      4.67    260.00     -0.87     -2.38         0        30         0         6
       450    951.18      8.35      4.70     77.78      4.13    196.00      0.00      2.37      2.46    245.00      4.80    234.00     -1.01     -2.15         0        20         0         6
       460    951.25      8.26      4.38     76.52      3.94    111.00      0.00      2.69      2.75    251.00      5.17    255.00     -0.88     -2.54         0        30         0         6
       470    951.35      8.31      4.45     76.62      3.88     92.00      0.00      2.26      2.34    244.00      4.16    246.00     -1.00     -2.03         0        30         0         6
       480    951.42      8.48      4.16     74.19      4.16    146.00      0.00      2.66      2.72    238.00      5.22    253.00     -1.42     -2.25         0        20         0         6
       490    951.55      8.49      4.42     75.54      4.04    137.00      0.00      3.87      4.01    228.00      6.14    210.00     -2.57     -2.90         0        20         0         6
       500    951.67      8.45      4.37     75.44      4.02    125.00      0.00      3.29      3.38    217.00      5.75    193.00     -2.62     -1.99         0        30         0         6
       510    951.80      8.66      4.38     74.50      4.21    151.00      0.00      2.88      3.00    222.00      5.37    209.00     -2.13     -1.94         0        20         0         6
       520    951.88      9.10      4.12     71.00      4.75    265.00      0.00      2.97      3.06    246.00      5.82    254.00     -1.19     -2.72         0        20         0         6
       530    951.91      9.47      4.34     70.30      4.44    602.00      0.00      3.70      3.89    236.00      8.34    256.00     -2.09     -3.06         0        30         0         0
       540    951.93      9.35      3.82     68.33      4.27    285.00      0.00      3.89      3.99    249.00      7.17    247.00     -1.41     -3.62         0        30         0         0
       550    952.02      9.43      3.85     68.07      4.25    246.00      0.00      3.97      4.11    247.00      9.02    257.00     -1.53     -3.66         0        30         0         0
       560    952.08      9.62      3.90     67.47      4.39    279.00      0.00      4.00      4.16    240.00      7.39    230.00     -2.03     -3.45         0        30         0         0
       570    952.19     10.14      3.97     65.49      4.65    414.00      0.00      3.94      4.03    250.00      9.83    258.00     -1.37     -3.70         0        20         0         0
       580    952.21     10.22      3.61     63.50      4.45    474.00      0.00      4.14      4.25    252.00      7.63    259.00     -1.29     -3.94         0        30         0         0
       590    952.25     10.46      4.02     64.33      4.57    460.00      0.00      3.59      3.75    243.00      7.54    255.00     -1.61     -3.22         0        30         0         0
       600    952.25     10.86      3.09     58.64      4.84    769.00      0.00      4.73      4.92    255.00     10.69    262.00     -1.20     -4.58         0        30         0         0
       610    952.32     10.79      3.09     58.92      4.47    481.00      0.00      4.99      5.11    251.00     10.71    262.00     -1.64     -4.72         0        30         0         0
       620    952.43     10.84      3.47     60.35      4.71    378.00      0.00      5.03      5.20    244.00      9.45    260.00     -2.23     -4.51         0        30         0         0
       630    952.53     11.67      4.00     59.27      4.66    676.00      0.00      4.60      4.74    249.00     10.02    244.00     -1.67     -4.29         0        20         0         0
       640    952.66     11.10      3.49     59.40      4.49    647.00      0.00      5.18      5.37    247.00     10.02    258.00     -2.05     -4.76         0        30         0         0
       650    952.71     10.97      4.20     62.95      4.86    449.00      0.00      4.86      5.02    255.00      9.26    259.00     -1.23     -4.70         0        30         0         0
       660    952.81     11.22      3.88     60.55      4.84    930.00      0.00      5.09      5.27    243.00      9.77    256.00     -2.34     -4.52         0        30         0         0
       670    952.76     11.42      3.96     60.10      4.62    918.00      0.00      5.04      5.21    252.00     12.66    254.00     -1.55     -4.79         0        30         0         0
       680    952.78     11.71      4.23     60.09      4.37    659.00      0.00      4.71      4.82    249.00      9.69    248.00     -1.68     -4.39         0        30         0         0
       690    952.75     11.23      3.54     59.05      4.21    304.00      0.00      4.52      4.76    257.00      9.24    257.00     -0.99     -4.41         0        30         0         0
       700    952.95     10.21      4.82     69.20      4.85    392.00      0.00      4.26      4.47    280.00     10.16    280.00      0.72     -4.20         0        40         0         0
       710    952.88     11.15      4.89     65.29      4.13    732.00      0.00      4.03      4.14    255.00      8.00    257.00     -1.07     -3.89         0        30         0         0
       720    953.02     10.66      4.49     65.63      4.74    419.00      0.10      5.24      5.41    258.00     10.73    266.00     -1.07     -5.13         0        20         0         0
       730    952.93     11.64      5.00     63.72      4.76    808.00      0.00      4.38      4.47    258.00      8.58    249.00     -0.95     -4.28         0        20         0         0
       740    952.86     12.04      4.66     60.56      4.82    817.00      0.00      3.71      3.87    253.00      7.46    238.00     -1.09     -3.55         0        30         0         0
       750    952.81     12.28      4.23     57.84      4.80    862.00      0.00      5.31      5.53    249.00     11.26    258.00     -1.92     -4.95         0        30         0         0
       760    952.76     13.40      5.02     56.86      4.52    865.00      0.00      4.99      5.20    245.00     10.01    214.00     -2.09     -4.53         0        30         0         0
       770    952.73     12.59      3.10     52.35      4.35    540.00      0.00      5.23      5.50    245.00     12.33    266.00     -2.23     -4.73         0        30         0         0
       780    952.78     11.80      3.40     56.32      4.19    401.00      0.00      5.20      5.36    249.00      9.41    267.00     -1.86     -4.85         0        40         0         0
       790    952.96     12.07      3.69     56.48      4.18    311.00      0.00      4.65      4.82    260.00     10.30    268.00     -0.82     -4.58         0        30         0         0
       800    953.10     11.98      3.84     57.41      4.75    332.00      0.00      3.96      4.05    261.00      8.00    252.00     -0.62     -3.91         0        30         0         0
       810    953.16     12.43      3.55     54.59      4.24    547.00      0.00      4.28      4.41    268.00      8.04    264.00     -0.11     -4.27         0        30         0         0
       820    953.29     12.13      2.30     50.96      4.33    176.00      0.00      4.76      4.92    263.00     10.40    271.00     -0.60     -4.72         0        30         0         0
       830    953.61     10.35      4.99     69.39      4.16    286.00      0.00      4.73      5.11    281.00     10.70    256.00      0.93     -4.64         0        40         0         0
       840    954.04      9.62      5.55     75.74      4.29    229.00      0.00      5.51      5.65    284.00      9.81    273.00      1.34     -5.35         0        40         0         0
       850    954.28      8.95      5.61     79.55      4.04    181.00      0.00      4.54      4.64    285.00      9.12    285.00      1.17     -4.39         0        30         0         0
