44 1001
Wienhold, Frank G.
Institute for Atmospheric and Climate Science (IAC), ETH Zurich, Switzerland
meteorological station on Messfeld Hoenggerberg
permanent monitoring
1 1
2018 03 30  2018 03 30
0.0
time in minutes since 2018-03-30 0h00 GMT
18
     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0
 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0  9999.0  9999.0  9999.0  9999.0 
air pressure (hPa)
air temperature (deg C)
dew point(deg C)
relative humidity (percent)
illuminance (log base 10 of value in Lux)
radiation (W/m2)
rain accumulated during 10 min measurement interval (mm)
mean vector wind speed (m/s)
mean scalar wind speed (m/s)
mean wind direction (deg)
peak wind speed  (m/s)
direction of wind peek (deg)
mean north component (m/s)
mean east component (m/s)
barometer status code
thygan status code
interface sensor status code
wind sensor status code
5
station data 
location: Messfeld HPS G41, CH 8093 Zurich, Switzerland
latitude 47.40650 deg north
longitude 8.51190 deg east
elevation 541 m above sea level
7
This data can be used freely for scientific analysis.
The user agrees to cite IAC ETH Zurich as source of the data
and to consult IAC ETH Zurich before data is used for publication.

      time     p_air     T_air     T_dew        RH     illum radiation      rain  wspd_vec  wspd_scl      wdir   wspd_pk   wdir_pk wcp_north  wcp_east      baro    thygan       ifs      wind
     (min)     (hPa)   (deg C)   (deg C) (percent)(log10lux)    (W/m2)      (mm)     (m/s)     (m/s)     (deg)     (m/s)     (deg)     (m/s)     (m/s)  (status)  (status)  (status)  (status)

         0    945.17      1.41      0.82     95.80     -1.14     -5.00      0.00      0.15      0.15     90.00      0.90     90.00      0.00      0.15         0        42         0         6
        10    945.10      1.17      0.38     94.43     -1.16     -5.00      0.00      0.00      0.00      0.00      0.10    180.00      0.00      0.00         0        51         0         6
        20    945.02      2.19      1.23     93.35     -1.17     -5.00      0.00      0.18      0.20    104.00      1.14    105.00     -0.05      0.18         0        32         0         6
        30    944.96      2.52      1.80     94.95     -1.19     -6.00      0.00      0.06      0.06    150.00      0.92    131.00     -0.05      0.03         0        41         0         6
        40    944.82      1.25      0.78     96.67     -1.20     -5.00      0.00      0.73      0.79     80.00      1.34    117.00      0.13      0.72         0        61         0         6
        50    944.60      1.89      0.97     93.62     -1.22     -5.00      0.00      0.42      0.42     86.00      1.12     80.00      0.03      0.42         0        42         0         6
        60    944.44      1.49      0.91     95.96     -1.24     -5.00      0.00      0.00      0.00      0.00      0.10      0.00      0.00      0.00         0        51         0         6
        70    944.33      1.45      0.59     93.99     -1.26     -5.00      0.00      0.34      0.34     69.00      0.98     66.00      0.12      0.32         0        41         0         6
        80    944.27      1.84      1.20     95.50     -1.28     -5.00      0.00      0.81      0.82     73.00      1.14     75.00      0.24      0.77         0        42         0         6
        90    944.24      1.86      1.17     95.20     -1.30     -5.00      0.00      0.82      0.83     91.00      1.10     85.00     -0.02      0.82         0        52         0         6
       100    944.13      0.94      0.47     96.64     -1.33     -5.00      0.00      0.10      0.10     90.00      1.10     90.00      0.00      0.10         0        51         0         6
       110    944.08      1.23      0.47     94.67     -1.35     -5.00      0.00      0.65      0.68     69.00      1.14     75.00      0.23      0.61         0        42         0         6
       120    943.99      1.35      0.69     95.33     -1.38     -5.00      0.00      0.62      0.68     66.00      1.12     27.00      0.26      0.57         0        51         0         6
       130    943.86      1.19      0.46     94.90     -1.41     -5.00      0.00      0.93      0.94     81.00      1.14     75.00      0.15      0.92         0        42         0         6
       140    943.77      1.65      0.95     95.14     -1.44     -5.00      0.00      0.85      0.87     75.00      1.08     68.00      0.22      0.82         0        43         0         6
       150    943.78      0.95      0.52     96.93     -1.46     -5.00      0.00      0.13      0.15     44.00      1.10      0.00      0.10      0.09         0        62         0         6
       160    943.59      0.69      0.15     96.16     -1.52     -5.00      0.00      0.88      0.97     59.00      1.41     82.00      0.46      0.75         0        51         0         6
       170    943.40      0.55     -0.07     95.55     -1.54     -5.00      0.00      0.77      0.79     53.00      1.55     75.00      0.46      0.61         0        42         0         6
       180    943.41     -0.11     -0.18     99.49     -1.62     -5.00      0.00      0.73      0.75     22.00      1.17     20.00      0.68      0.28         0        52         0         6
       190    943.44      0.13     -0.02     98.84     -1.72     -4.00      0.00      0.62      0.65     34.00      0.92     49.00      0.51      0.34         0        63         0         6
       200    943.47     -0.11     -0.13     99.79     -1.74     -4.00      0.00      0.43      0.43      0.00      0.90      0.00      0.43      0.00         0        62         0         6
       210    943.52     -0.05     -0.12     99.49     -1.81     -4.00      0.00      0.33      0.36     27.00      1.40      4.00      0.30      0.15         0        62         0         6
       220    943.50      0.19     -0.16     97.45     -1.79     -3.00      0.00      0.52      0.60     70.00      1.14     75.00      0.18      0.49         0        62         0         6
       230    943.45      0.07     -0.21     97.93     -1.93     -4.00      0.00      0.80      0.86     75.00      1.63     79.00      0.21      0.78         0        62         0         6
       240    943.33      0.45      0.09     97.47     -1.94     -3.00      0.00      0.92      1.00     54.00      1.84     61.00      0.55      0.74         0        53         0         6
       250    943.24      0.24      0.14     99.31     -1.85     -3.00      0.00      1.26      1.33     52.00      2.33     31.00      0.78      0.99         0        62         0         6
       260    943.15      0.10     -0.22     97.68     -1.53     -3.00      0.00      1.24      1.33     49.00      2.33     31.00      0.82      0.93         0        62         0         6
       270    942.92     -0.05     -0.39     97.60     -0.83     -3.00      0.00      1.38      1.42     65.00      2.34     70.00      0.58      1.25         0        52         0         6
       280    942.83     -0.01     -0.36     97.48      0.09     -3.00      0.00      1.14      1.20     50.00      2.31     72.00      0.74      0.87         0        62         0         6
       290    942.74     -0.59     -0.70     99.22      1.05     -3.00      0.00      1.49      1.56     62.00      2.69     68.00      0.70      1.31         0        62         0         6
       300    942.60     -0.51     -0.85     97.54      1.74     -3.00      0.00      1.54      1.58     69.00      2.72     84.00      0.56      1.43         0        63         0         6
       310    942.51     -0.56     -0.74     98.66      2.26     -1.00      0.00      0.94      0.99     78.00      2.80     88.00      0.19      0.92         0        63         0         6
       320    942.39     -1.08     -0.73    100.00      2.61      2.00      0.00      0.07      0.11     37.00      0.58     31.00      0.06      0.04         0        72         0         6
       330    942.25     -0.77     -0.62    100.00      2.76      6.00      0.00      0.55      0.64     49.00      1.77     74.00      0.37      0.42         0        72         0         6
       340    942.10     -0.35     -0.64     97.95      2.95     10.00      0.00      1.05      1.17     43.00      2.62     50.00      0.76      0.72         0        62         0         6
