44 1001
Wienhold, Frank G.
Institute for Atmospheric and Climate Science (IAC), ETH Zurich, Switzerland
meteorological station on Messfeld Hoenggerberg
permanent monitoring
1 1
2018 03 28  2018 03 28
0.0
time in minutes since 2018-03-28 0h00 GMT
18
     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0
 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0  9999.0  9999.0  9999.0  9999.0 
air pressure (hPa)
air temperature (deg C)
dew point(deg C)
relative humidity (percent)
illuminance (log base 10 of value in Lux)
radiation (W/m2)
rain accumulated during 10 min measurement interval (mm)
mean vector wind speed (m/s)
mean scalar wind speed (m/s)
mean wind direction (deg)
peak wind speed  (m/s)
direction of wind peek (deg)
mean north component (m/s)
mean east component (m/s)
barometer status code
thygan status code
interface sensor status code
wind sensor status code
5
station data 
location: Messfeld HPS G41, CH 8093 Zurich, Switzerland
latitude 47.40650 deg north
longitude 8.51190 deg east
elevation 541 m above sea level
7
This data can be used freely for scientific analysis.
The user agrees to cite IAC ETH Zurich as source of the data
and to consult IAC ETH Zurich before data is used for publication.

      time     p_air     T_air     T_dew        RH     illum radiation      rain  wspd_vec  wspd_scl      wdir   wspd_pk   wdir_pk wcp_north  wcp_east      baro    thygan       ifs      wind
     (min)     (hPa)   (deg C)   (deg C) (percent)(log10lux)    (W/m2)      (mm)     (m/s)     (m/s)     (deg)     (m/s)     (deg)     (m/s)     (m/s)  (status)  (status)  (status)  (status)

         0    948.41      5.82      4.34     90.19     -1.30     -4.00      0.10      3.25      3.34    242.00      6.41    259.00     -1.52     -2.88         0        30         0         6
        10    948.41      5.88      4.41     90.30     -1.34     -3.00      0.00      3.18      3.25    237.00      5.39    255.00     -1.72     -2.68         0        30         0         6
        20    948.36      5.89      4.56     91.17     -1.34     -3.00      0.20      4.00      4.10    232.00      6.96    238.00     -2.46     -3.16         0        30         0         6
        30    948.28      5.74      4.79     93.55     -1.37     -3.00      0.20      3.25      3.30    235.00      6.02    234.00     -1.88     -2.65         0        30         0         6
        40    948.23      5.82      4.71     92.57     -1.35     -3.00      0.10      2.92      3.01    237.00      5.24    228.00     -1.59     -2.45         0        40         0         6
        50    948.21      5.87      4.69     92.13     -1.34     -3.00      0.10      2.98      3.05    237.00      5.60    235.00     -1.62     -2.51         0        40         0         6
        60    948.25      5.93      4.76     92.23     -1.32     -3.00      0.10      2.92      3.00    242.00      5.64    240.00     -1.38     -2.57         0        40         0         6
        70    948.23      5.96      4.75     91.94     -1.30     -3.00      0.20      2.99      3.05    238.00      5.64    240.00     -1.58     -2.54         0        40         0         6
        80    948.28      5.97      4.80     92.16     -1.30     -3.00      0.20      2.48      2.56    240.00      5.41    245.00     -1.26     -2.14         0        30         0         6
        90    948.27      5.94      4.85     92.76     -1.32     -3.00      0.10      2.24      2.31    244.00      4.94    249.00     -0.98     -2.02         0        40         0         6
       100    948.24      5.99      4.79     91.99     -1.34     -3.00      0.20      2.50      2.55    242.00      5.07    248.00     -1.18     -2.20         0        40         0         6
