44 1001
Wienhold, Frank G.
Institute for Atmospheric and Climate Science (IAC), ETH Zurich, Switzerland
meteorological station on Messfeld Hoenggerberg
permanent monitoring
1 1
2018 04 14  2018 04 14
0.0
time in minutes since 2018-04-14 0h00 GMT
18
     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0
 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0  9999.0  9999.0  9999.0  9999.0 
air pressure (hPa)
air temperature (deg C)
dew point(deg C)
relative humidity (percent)
illuminance (log base 10 of value in Lux)
radiation (W/m2)
rain accumulated during 10 min measurement interval (mm)
mean vector wind speed (m/s)
mean scalar wind speed (m/s)
mean wind direction (deg)
peak wind speed  (m/s)
direction of wind peek (deg)
mean north component (m/s)
mean east component (m/s)
barometer status code
thygan status code
interface sensor status code
wind sensor status code
5
station data 
location: Messfeld HPS G41, CH 8093 Zurich, Switzerland
latitude 47.40650 deg north
longitude 8.51190 deg east
elevation 541 m above sea level
7
This data can be used freely for scientific analysis.
The user agrees to cite IAC ETH Zurich as source of the data
and to consult IAC ETH Zurich before data is used for publication.

      time     p_air     T_air     T_dew        RH     illum radiation      rain  wspd_vec  wspd_scl      wdir   wspd_pk   wdir_pk wcp_north  wcp_east      baro    thygan       ifs      wind
     (min)     (hPa)   (deg C)   (deg C) (percent)(log10lux)    (W/m2)      (mm)     (m/s)     (m/s)     (deg)     (m/s)     (deg)     (m/s)     (m/s)  (status)  (status)  (status)  (status)

         0    954.55      8.08      3.34     71.98     -2.57     -6.00      0.00      0.18      0.25    124.00      1.12    153.00     -0.10      0.15         0        20         0         0
        10    954.49      7.50      3.33     74.78     -2.58     -6.00      0.00      0.29      0.32     95.00      1.30    148.00     -0.03      0.29         0        20         0         6
        20    954.51      7.41      3.80     77.84     -2.57     -6.00      0.00      0.52      0.75     56.00      1.60    356.00      0.29      0.43         0        20         0         6
        30    954.61      6.76      3.97     82.33     -2.57     -6.00      0.00      0.83      0.90     33.00      1.68     17.00      0.70      0.46         0        20         0         6
        40    954.72      6.62      3.94     82.98     -2.57     -6.00      0.00      0.79      0.81     65.00      1.17     59.00      0.34      0.72         0        30         0         6
        50    954.79      6.21      3.96     85.44     -2.56     -6.00      0.00      0.72      0.76     54.00      1.08     22.00      0.43      0.58         0        30         0         6
        60    954.82      6.06      3.51     83.68     -2.55     -6.00      0.00      0.27      0.31     79.00      1.43    102.00      0.05      0.26         0        30         0         6
        70    954.76      6.06      3.51     83.70     -2.54     -6.00      0.00      0.14      0.18     82.00      1.30     90.00      0.02      0.14         0        30         0         6
        80    954.72      5.73      3.28     84.23     -2.54     -6.00      0.00      0.52      0.57     93.00      1.66    115.00     -0.03      0.52         0        30         0         6
        90    954.67      6.68      3.77     81.64     -2.53     -6.00      0.00      0.74      0.79     50.00      1.14     15.00      0.47      0.56         0        20         0         6
       100    954.70      6.71      3.63     80.73     -2.53     -6.00      0.00      0.89      0.90     62.00      1.21     66.00      0.42      0.78         0        20         0         6
       110    954.71      6.07      3.30     82.36     -2.53     -6.00      0.00      0.93      0.94     83.00      1.20     90.00      0.12      0.92         0        30         0         6
       120    954.77      6.80      3.28     78.25     -2.51     -6.00      0.00      1.10      1.10     89.00      1.41     98.00      0.02      1.10         0        20         0         6
       130    954.77      6.01      3.47     83.72     -2.51     -6.00      0.00      0.97      0.98     85.00      1.20     90.00      0.08      0.96         0        30         0         6
       140    954.81      5.78      3.59     85.80     -2.53     -6.00      0.00      0.39      0.48     44.00      1.04     73.00      0.28      0.27         0        30         0         6
       150    954.84      5.88      3.40     84.05     -2.55     -5.00      0.00      0.42      0.50     45.00      0.89     63.00      0.29      0.30         0        30         0         6
       160    954.89      5.85      3.00     81.92     -2.56     -6.00      0.00      0.95      0.95     88.00      1.20     90.00      0.04      0.95         0        30         0         6
       170    954.91      6.31      2.79     78.17     -2.56     -6.00      0.00      0.63      0.66     69.00      1.20     90.00      0.23      0.59         0        20         0         6
       180    954.91      5.71      3.15     83.57     -2.55     -6.00      0.00      0.34      0.38     45.00      0.94     58.00      0.24      0.24         0        30         0         6
       190    954.86      5.99      3.04     81.34     -2.52     -6.00      0.00      0.79      0.81     66.00      1.25     61.00      0.33      0.72         0        30         0         6
       200    954.74      6.03      3.07     81.29     -2.47     -6.00      0.00      0.91      0.91     70.00      1.21     66.00      0.31      0.86         0        20         0         6
       210    954.88      5.63      3.10     83.70     -2.33     -6.00      0.00      0.25      0.30     52.00      0.95     72.00      0.16      0.20         0        30         0         6
       220    955.01      5.16      3.36     88.11     -1.98     -6.00      0.00      0.60      0.63     73.00      1.04     73.00      0.18      0.58         0        30         0         6
       230    955.02      5.23      3.17     86.56     -1.39     -6.00      0.00      0.83      0.84     69.00      1.12     63.00      0.30      0.78         0        30         0         6
