44 1001
Wienhold, Frank G.
Institute for Atmospheric and Climate Science (IAC), ETH Zurich, Switzerland
meteorological station on Messfeld Hoenggerberg
permanent monitoring
1 1
2018 02 12  2018 02 12
0.0
time in minutes since 2018-02-12 0h00 GMT
18
     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0
 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0  9999.0  9999.0  9999.0  9999.0 
air pressure (hPa)
air temperature (deg C)
dew point(deg C)
relative humidity (percent)
illuminance (log base 10 of value in Lux)
radiation (W/m2)
rain accumulated during 10 min measurement interval (mm)
mean vector wind speed (m/s)
mean scalar wind speed (m/s)
mean wind direction (deg)
peak wind speed  (m/s)
direction of wind peek (deg)
mean north component (m/s)
mean east component (m/s)
barometer status code
thygan status code
interface sensor status code
wind sensor status code
5
station data 
location: Messfeld HPS G41, CH 8093 Zurich, Switzerland
latitude 47.40650 deg north
longitude 8.51190 deg east
elevation 541 m above sea level
7
This data can be used freely for scientific analysis.
The user agrees to cite IAC ETH Zurich as source of the data
and to consult IAC ETH Zurich before data is used for publication.

      time     p_air     T_air     T_dew        RH     illum radiation      rain  wspd_vec  wspd_scl      wdir   wspd_pk   wdir_pk wcp_north  wcp_east      baro    thygan       ifs      wind
     (min)     (hPa)   (deg C)   (deg C) (percent)(log10lux)    (W/m2)      (mm)     (m/s)     (m/s)     (deg)     (m/s)     (deg)     (m/s)     (m/s)  (status)  (status)  (status)  (status)

         0    947.58      1.58      0.02     89.35     -1.48     -3.00      0.00      1.87      1.90    208.00      2.86    192.00     -1.66     -0.87         0        51         0         6
        10    947.49      1.40     -0.10     89.69     -2.10     -4.00      0.00      1.86      1.88    195.00      2.53    189.00     -1.80     -0.47         0        42         0         6
        20    947.40      1.44     -0.14     89.13     -1.89     -4.00      0.00      1.87      1.89    189.00      2.72    186.00     -1.85     -0.29         0        42         0         6
        30    947.28      1.65     -0.16     87.68     -1.61     -4.00      0.00      2.00      2.03    186.00      3.90    181.00     -1.98     -0.23         0        42         0         6
        40    947.18      1.97     -0.39     84.22     -1.51     -4.00      0.00      2.21      2.28    194.00      4.33    187.00     -2.14     -0.54         0        42         0         6
        50    947.14      1.99     -0.33     84.51     -1.48     -3.00      0.00      2.48      2.53    211.00      3.94    204.00     -2.13     -1.28         0        42         0         6
        60    947.14      2.24     -0.61     81.37     -1.50     -3.00      0.00      1.83      1.89    217.00      3.58    203.00     -1.46     -1.10         0        41         0         6
        70    947.11      1.96     -0.50     83.63     -1.62     -3.00      0.00      1.96      2.00    214.00      4.03    210.00     -1.63     -1.09         0        41         0         6
        80    947.06      2.08     -0.72     81.61     -1.65     -3.00      0.00      1.32      1.37    234.00      2.69    248.00     -0.77     -1.07         0        31         0         6
        90    947.12      2.01     -0.55     83.08     -1.36     -3.00      0.00      1.85      1.89    235.00      3.06    232.00     -1.07     -1.52         0        31         0         6
       100    947.29      2.07     -0.37     83.81     -1.39     -3.00      0.00      2.03      2.06    254.00      4.20    258.00     -0.56     -1.95         0        31         0         6
       110    947.43      1.61     -0.15     88.04     -1.51     -4.00      0.10      2.23      2.29    261.00      4.81    253.00     -0.34     -2.20         0        42         0         6
       120    947.56      0.80     -0.08     93.72     -1.53     -4.00      0.20      3.23      3.29    259.00      5.88    252.00     -0.63     -3.17         0        43         0         6
       130    947.45      0.45     -0.04     96.47     -1.52     -3.00      0.20      2.80      2.86    246.00      5.92    248.00     -1.12     -2.57         0        54         0         6
       140    947.46      0.40     -0.06     96.65     -1.57     -3.00      0.10      1.95      2.00    242.00      4.19    237.00     -0.92     -1.71         0        64         0         6
       150    947.59      0.41     -0.11     96.19     -1.49     -3.00      0.10      2.08      2.11    254.00      3.93    263.00     -0.56     -2.00         0        64         0         6
       160    947.63      0.39     -0.16     95.96     -1.45     -3.00      0.10      2.31      2.35    255.00      4.20    271.00     -0.62     -2.23         0        63         0         6
       170    947.58      0.35     -0.12     96.58     -1.62     -3.00      0.10      1.95      1.98    253.00      4.08    259.00     -0.58     -1.86         0        63         0         6
       180    947.56      0.56     -0.22     94.41     -1.62     -3.00      0.10      2.07      2.10    256.00      4.40    270.00     -0.49     -2.01         0        53         0         6
       190    947.56      0.64     -0.35     92.99     -2.08     -3.00      0.10      2.03      2.06    267.00      4.23    263.00     -0.09     -2.02         0        53         0         6
       200    947.53      0.55     -0.41     93.20     -2.01     -4.00      0.10      1.69      1.73    263.00      3.28    258.00     -0.21     -1.67         0        53         0         6
       210    947.63      0.52     -0.43     93.25     -1.57     -4.00      0.10      1.47      1.54    276.00      2.97    290.00      0.16     -1.46         0        53         0         6
       220    947.73      0.50     -0.58     92.39     -1.53     -3.00      0.00      1.46      1.50    274.00      3.22    277.00      0.09     -1.45         0        52         0         6
       230    947.78      0.44     -0.59     92.67     -1.73     -3.00      0.00      1.61      1.67    282.00      3.83    290.00      0.33     -1.58         0        52         0         6
       240    947.88      0.43     -0.43     93.87     -1.61     -3.00      0.00      1.66      1.72    261.00      2.91    286.00     -0.26     -1.64         0        52         0         6
       250    947.94      0.49     -0.39     93.68     -1.50     -3.00      0.00      1.63      1.71    257.00      4.44    247.00     -0.36     -1.59         0        53         0         6
       260    948.05      0.47     -0.44     93.53     -1.47     -3.00      0.00      1.72      1.87    264.00      3.70    270.00     -0.18     -1.71         0        52         0         6
       270    948.12      0.46     -0.69     91.84     -1.42     -3.00      0.00      1.63      1.67    263.00      3.54    262.00     -0.19     -1.62         0        52         0         6
       280    948.21      0.44     -0.67     92.20     -1.42     -3.00      0.00      1.37      1.43    265.00      3.01    276.00     -0.11     -1.37         0        52         0         6
       290    948.36      0.51     -0.69     91.52     -1.31     -3.00      0.00      1.49      1.56    268.00      3.00    270.00     -0.06     -1.48         0        52         0         6
