44 1001
Wienhold, Frank G.
Institute for Atmospheric and Climate Science (IAC), ETH Zurich, Switzerland
meteorological station on Messfeld Hoenggerberg
permanent monitoring
1 1
2018 03 04  2018 03 04
0.0
time in minutes since 2018-03-04 0h00 GMT
18
     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0
 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0  9999.0  9999.0  9999.0  9999.0 
air pressure (hPa)
air temperature (deg C)
dew point(deg C)
relative humidity (percent)
illuminance (log base 10 of value in Lux)
radiation (W/m2)
rain accumulated during 10 min measurement interval (mm)
mean vector wind speed (m/s)
mean scalar wind speed (m/s)
mean wind direction (deg)
peak wind speed  (m/s)
direction of wind peek (deg)
mean north component (m/s)
mean east component (m/s)
barometer status code
thygan status code
interface sensor status code
wind sensor status code
5
station data 
location: Messfeld HPS G41, CH 8093 Zurich, Switzerland
latitude 47.40650 deg north
longitude 8.51190 deg east
elevation 541 m above sea level
7
This data can be used freely for scientific analysis.
The user agrees to cite IAC ETH Zurich as source of the data
and to consult IAC ETH Zurich before data is used for publication.

      time     p_air     T_air     T_dew        RH     illum radiation      rain  wspd_vec  wspd_scl      wdir   wspd_pk   wdir_pk wcp_north  wcp_east      baro    thygan       ifs      wind
     (min)     (hPa)   (deg C)   (deg C) (percent)(log10lux)    (W/m2)      (mm)     (m/s)     (m/s)     (deg)     (m/s)     (deg)     (m/s)     (m/s)  (status)  (status)  (status)  (status)

         0    938.99      0.99      0.54     96.84     -1.20     -2.00      0.00      0.03      0.03      0.00      0.40      0.00      0.03      0.00         0        52         0         6
        10    939.08      1.42      0.61     94.30     -1.35     -2.00      0.00      0.17      0.17    180.00      0.90    180.00     -0.17      0.00         0        51         0         6
        20    939.16      1.24      0.45     94.48     -1.30     -3.00      0.00      0.13      0.16    163.00      0.81    173.00     -0.12      0.04         0        42         0         6
        30    939.29      1.39      0.47     93.54     -1.22     -3.00      0.00      0.08      0.15    270.00      0.80    270.00      0.00     -0.08         0        51         0         6
        40    939.39      1.30      0.35     93.34     -1.17     -3.00      0.00      0.39      0.47    250.00      1.52    203.00     -0.14     -0.37         0        42         0         6
        50    939.33      1.01      0.35     95.29     -1.22     -2.00      0.00      0.73      1.07    132.00      1.90    180.00     -0.49      0.54         0        52         0         6
        60    939.25      1.10      0.51     95.80     -1.28     -3.00      0.00      1.15      1.32     27.00      2.02      9.00      1.03      0.51         0        51         0         6
        70    939.31      0.05     -0.38     96.88     -1.23     -4.00      0.00      0.25      0.52    186.00      1.71    187.00     -0.25     -0.03         0        51         0         6
        80    939.27      0.64     -0.10     94.69     -1.23     -5.00      0.00      0.63      1.18    146.00      2.26    193.00     -0.52      0.36         0        42         0         6
        90    939.20      2.03      0.86     92.00     -1.23     -5.00      0.00      0.91      1.13    158.00      3.24    189.00     -0.84      0.34         0        43         0         6
       100    939.25      1.83      0.80     92.82     -1.22     -5.00      0.00      1.22      1.27    191.00      2.82    174.00     -1.20     -0.22         0        52         0         6
       110    939.32      1.92      0.69     91.51     -1.45     -5.00      0.00      1.78      1.81    190.00      3.32    196.00     -1.76     -0.32         0        51         0         6
       120    939.41      1.63      0.52     92.36     -1.43     -4.00      0.00      1.11      1.37    166.00      3.54    188.00     -1.08      0.27         0        42         0         6
       130    939.31      0.52      0.09     96.91     -1.27     -4.00      0.00      0.27      0.76     62.00      2.12     82.00      0.13      0.24         0        61         0         6
       140    939.34      1.49      0.47     92.96     -1.21     -3.00      0.00      0.30      0.71    121.00      2.47    159.00     -0.15      0.26         0        42         0         6
       150    939.41      0.95      0.33     95.62     -1.18     -3.00      0.00      0.25      0.79    251.00      1.99    198.00     -0.08     -0.24         0        51         0         6
       160    939.25      1.05      0.24     94.25     -1.08     -3.00      0.00      0.90      0.95     49.00      1.87     16.00      0.58      0.68         0        41         0         6
       170    939.05      0.90      0.39     96.38     -1.39     -3.00      0.00      1.02      1.07     31.00      1.98     41.00      0.88      0.52         0        52         0         6
       180    938.87      1.15      0.45     95.11     -1.29     -3.00      0.00      0.67      0.83     61.00      1.50      4.00      0.32      0.59         0        51         0         6
       190    938.75      1.65      0.59     92.64     -1.36     -3.00      0.00      1.08      1.19    107.00      2.92    112.00     -0.32      1.04         0        42         0         6
       200    938.81      1.35      0.68     95.27     -1.34     -3.00      0.00      1.33      1.48    150.00      3.85    155.00     -1.15      0.67         0        51         0         6
       210    938.81      1.39      0.53     93.98     -1.46     -4.00      0.00      1.28      1.43    143.00      4.10    167.00     -1.02      0.77         0        42         0         6
       220    938.80      0.96      0.20     94.59     -1.33     -5.00      0.00      1.40      1.53    133.00      3.32    164.00     -0.95      1.03         0        52         0         6
       230    938.63      1.24      0.40     94.12     -1.37     -5.00      0.00      1.23      1.36    133.00      3.05    157.00     -0.84      0.90         0        53         0         6
       240    938.51      0.90      0.20     95.02     -1.40     -5.00      0.10      1.25      1.30    128.00      2.53    162.00     -0.76      0.99         0        52         0         6
       250    938.40      0.87      0.00     93.82     -1.42     -5.00      0.00      0.97      1.06    132.00      2.42    173.00     -0.65      0.72         0        52         0         6
       260    938.31      1.66      0.36     91.05     -1.44     -5.00      0.00      0.81      0.87    145.00      2.47    166.00     -0.67      0.46         0        42         0         6
       270    938.21      0.83      0.19     95.49     -1.46     -5.00      0.00      0.64      0.74    136.00      2.10    180.00     -0.46      0.44         0        62         0         6
       280    938.12      0.97      0.04     93.46     -1.48     -5.00      0.00      0.22      0.25     96.00      1.00     90.00     -0.02      0.22         0        52         0         6
       290    938.04      0.66      0.10     96.03     -1.51     -5.00      0.00      0.51      0.56    128.00      1.92    171.00     -0.31      0.40         0        52         0         6
       300    938.15      0.07     -0.33     97.08     -1.50     -5.00      0.00      0.53      0.70    125.00      1.88    205.00     -0.31      0.43         0        61         0         6
