44 1001
Wienhold, Frank G.
Institute for Atmospheric and Climate Science (IAC), ETH Zurich, Switzerland
meteorological station on Messfeld Hoenggerberg
permanent monitoring
1 1
2018 04 22  2018 04 22
0.0
time in minutes since 2018-04-22 0h00 GMT
18
     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0
 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0  9999.0  9999.0  9999.0  9999.0 
air pressure (hPa)
air temperature (deg C)
dew point(deg C)
relative humidity (percent)
illuminance (log base 10 of value in Lux)
radiation (W/m2)
rain accumulated during 10 min measurement interval (mm)
mean vector wind speed (m/s)
mean scalar wind speed (m/s)
mean wind direction (deg)
peak wind speed  (m/s)
direction of wind peek (deg)
mean north component (m/s)
mean east component (m/s)
barometer status code
thygan status code
interface sensor status code
wind sensor status code
5
station data 
location: Messfeld HPS G41, CH 8093 Zurich, Switzerland
latitude 47.40650 deg north
longitude 8.51190 deg east
elevation 541 m above sea level
7
This data can be used freely for scientific analysis.
The user agrees to cite IAC ETH Zurich as source of the data
and to consult IAC ETH Zurich before data is used for publication.

      time     p_air     T_air     T_dew        RH     illum radiation      rain  wspd_vec  wspd_scl      wdir   wspd_pk   wdir_pk wcp_north  wcp_east      baro    thygan       ifs      wind
     (min)     (hPa)   (deg C)   (deg C) (percent)(log10lux)    (W/m2)      (mm)     (m/s)     (m/s)     (deg)     (m/s)     (deg)     (m/s)     (m/s)  (status)  (status)  (status)  (status)

         0    955.24     14.49      6.97     60.63     -2.47     -7.00      0.00      0.02      0.04     90.00      0.50    270.00      0.00      0.02         0        10         0         0
        10    955.17     14.14      7.04     62.27     -2.48     -7.00      0.00      0.00      0.00     90.00      0.10     90.00      0.00      0.00         0        10         0         0
        20    955.08     13.58      6.95     64.17     -2.49     -7.00      0.00      0.00      0.00      0.00      0.00     90.00      0.00      0.00         0        10         0         0
        30    955.05     14.14      6.47     59.88     -2.49     -7.00      0.00      0.00      0.00      0.00      0.10    270.00      0.00      0.00         0        10         0         0
        40    954.95     12.99      6.60     65.12     -2.50     -7.00      0.00      0.05      0.05     90.00      0.60     90.00      0.00      0.05         0        20         0         0
        50    954.90     13.22      6.30     62.85     -2.50     -7.00      0.00      0.25      0.25    267.00      1.36    253.00     -0.01     -0.25         0        10         0         0
        60    954.89     13.55      6.35     61.70     -2.51     -7.00      0.00      0.26      0.26    269.00      1.24    256.00      0.00     -0.26         0        10         0         0
        70    954.88     12.30      6.03     65.51     -2.51     -7.00      0.00      0.00      0.00     90.00      0.10    270.00      0.00      0.00         0        20         0         0
        80    954.86     13.79      5.47     57.18     -2.52     -7.00      0.00      0.00      0.00      0.00      0.10      0.00      0.00      0.00         0         0         0         0
        90    954.79     13.61      6.06     60.25     -2.52     -7.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00         0        10         0         0
       100    954.80     13.66      5.91     59.43     -2.52     -7.00      0.00      0.00      0.00    180.00      0.30    180.00      0.00      0.00         0        10         0         0
       110    954.83     12.82      6.10     63.60     -2.52     -7.00      0.00      0.00      0.00      0.00      0.00    180.00      0.00      0.00         0        10         0         0
       120    954.83     13.38      5.74     59.84     -2.51     -7.00      0.00      0.00      0.00      0.00      0.00    180.00      0.00      0.00         0        10         0         0
       130    954.75     12.72      6.13     64.17     -2.52     -7.00      0.00      0.00      0.00      0.00      0.00    180.00      0.00      0.00         0        10         0         0
       140    954.76     13.06      5.94     61.96     -2.51     -7.00      0.00      0.06      0.06     99.00      0.82    104.00     -0.01      0.06         0        10         0         0
       150    954.77     13.51      5.50     58.35     -2.50     -7.00      0.00      0.14      0.16     89.00      0.71     98.00      0.00      0.14         0         0         0         0
       160    954.83     12.55      6.75     67.76     -2.50     -7.00      0.00      0.27      0.28    263.00      1.00    264.00     -0.04     -0.27         0        10         0         0
       170    954.84     12.61      6.43     66.00     -2.48     -6.00      0.00      0.01      0.01    269.00      0.30    270.00      0.00     -0.01         0        10         0         0
       180    954.75     12.83      5.93     62.87     -2.43     -7.00      0.00      0.01      0.01     99.00      0.80     90.00      0.00      0.01         0         0         0         0
       190    954.78     11.52      6.75     72.49     -2.30     -7.00      0.00      0.54      0.56    266.00      1.65    256.00     -0.03     -0.54         0        20         0         0
       200    954.75     10.48      6.50     76.31     -2.02     -6.00      0.00      0.54      0.58    264.00      1.41    262.00     -0.06     -0.54         0        30         0         0
       210    954.73     10.87      6.78     75.84     -1.51     -6.00      0.00      0.16      0.17    269.00      1.10    270.00      0.00     -0.16         0        20         0         0
       220    954.75     10.70      6.42     74.79     -0.84     -6.00      0.00      0.29      0.29    269.00      0.91    264.00      0.00     -0.29         0        20         0         0
       230    954.78     11.66      6.54     70.78     -0.09     -7.00      0.00      0.28      0.38    224.00      1.55    195.00     -0.20     -0.19         0        10         0         0
       240    954.94     12.70      6.42     65.53      0.74     -7.00      0.00      0.71      0.84    193.00      1.80    183.00     -0.69     -0.16         0         0         0         0
       250    954.88     12.09      6.53     68.74      1.53     -7.00      0.00      0.34      0.37     98.00      1.60    180.00     -0.05      0.33         0        10         0         0
       260    954.86     11.03      6.60     74.14      2.10     -5.00      0.00      0.07      0.07     90.00      1.10     90.00      0.00      0.07         0        20         0         0
       270    954.93     11.46      6.56     71.80      2.53     -2.00      0.00      0.01      0.01    287.00      0.50    270.00      0.00     -0.01         0        20         0         0
       280    954.91     12.55      6.25     65.44      2.80      2.00      0.00      0.31      0.35    104.00      1.77    137.00     -0.07      0.30         0         0         0         0
       290    954.92     13.25      5.78     60.48      2.97      8.00      0.00      1.23      1.34    122.00      2.91    164.00     -0.65      1.04         0         0         0         0
       300    954.94     12.95      5.92     62.30      3.08     14.00      0.00      0.50      0.60    119.00      2.18    106.00     -0.24      0.43         0        10         0         0
       310    955.01     13.39      5.80     60.07      3.17     20.00      0.00      0.64      0.68     98.00      1.80     90.00     -0.09      0.63         0        10         0         0
       320    955.07     12.79      6.24     64.40      3.26     27.00      0.00      0.49      0.60    124.00      2.31    162.00     -0.28      0.41         0        20         0         0
       330    955.10     13.44      5.78     59.75      3.43     33.00      0.00      0.54      0.67    116.00      2.51    113.00     -0.24      0.48         0        10         0         0
       340    955.15     13.49      6.10     60.87      3.55     39.00      0.00      0.45      0.64    211.00      2.87    209.00     -0.38     -0.23         0        10         0         0
       350    955.16     13.47      6.48     62.62      4.06    128.00      0.00      0.57      0.79    166.00      2.91    184.00     -0.55      0.14         0        20         0         0
       360    955.22     13.92      6.42     60.55      4.13    190.00      0.00      0.34      0.46    156.00      2.42    156.00     -0.31      0.14         0        20         0         0
       370    955.20     13.89      6.97     62.99      4.19    220.00      0.00      0.59      0.86    168.00      3.85    118.00     -0.58      0.12         0        20         0         0
       380    955.20     14.28      7.03     61.67      4.24    251.00      0.00      0.42      0.53    227.00      2.75    199.00     -0.29     -0.31         0        30         0         0
       390    955.20     14.54      7.27     61.65      4.29    279.00      0.00      0.88      1.06    194.00      2.91    176.00     -0.85     -0.21         0        30         0         0
       400    955.17     14.85      6.60     57.71      4.34    314.00      0.00      1.04      1.30    168.00      3.14    189.00     -1.02      0.22         0        30         0         0
       410    955.19     15.29      6.21     54.60      4.38    345.00      0.00      1.56      1.76    156.00      4.42    175.00     -1.42      0.64         0        30         0         0
       420    955.21     15.30      6.23     54.65      4.42    376.00      0.00      1.66      1.90    159.00      4.92    114.00     -1.55      0.59         0        30         0         0
       430    955.20     16.03      7.04     55.15      4.46    408.00      0.00      1.23      1.40    153.00      5.00    160.00     -1.09      0.56         0        30         0         0
       440    955.23     16.29      6.14     50.98      4.48    435.00      0.00      1.18      1.39    156.00      3.86    159.00     -1.08      0.48         0        30         0         0
       450    955.24     16.69      6.33     50.36      4.49    464.00      0.00      1.60      1.75    155.00      3.48    162.00     -1.45      0.68         0        30         0         0
       460    955.23     17.64      6.59     48.28      4.52    495.00      0.00      1.03      1.20    154.00      3.27    157.00     -0.93      0.46         0        30         0         0
       470    955.27     17.94      6.68     47.67      4.57    523.00      0.00      1.17      1.34    151.00      3.45    163.00     -1.03      0.56         0        30         0         0
       480    955.22     17.89      6.06     45.80      4.53    544.00      0.00      1.46      1.62    160.00      3.90    157.00     -1.37      0.50         0        30         0         0
       490    955.23     18.26      6.39     45.79      4.66    574.00      0.00      1.22      1.36    175.00      3.52    173.00     -1.22      0.12         0        30         0         0
