,0.0,7.39,0.0
,10.0,7.6,0.0
,20.0,8.01,0.0
,30.0,8.06,0.0
,40.0,8.23,0.0
,50.0,8.22,0.0
,60.0,7.58,0.0
,70.0,7.1,0.0
,80.0,6.72,0.0
,90.0,6.5,0.1
,100.0,6.4,0.0
,110.0,6.81,0.1
,120.0,6.6,0.1
,130.0,6.21,0.1
,140.0,5.75,0.1
,150.0,5.68,0.1
,160.0,5.46,0.1
,170.0,5.36,0.2
,180.0,5.2,0.1
,190.0,4.99,0.1
,200.0,5.03,0.1
,210.0,5.11,0.0
,220.0,5.16,0.0
,230.0,5.15,0.0
,240.0,5.28,0.0
,250.0,5.22,0.0
,260.0,5.03,0.0
,270.0,5.06,0.0
,280.0,4.99,0.0
,290.0,5.06,0.0
,300.0,5.23,0.0
,310.0,5.15,0.0
,320.0,5.23,0.0
,330.0,4.86,0.0
,340.0,4.71,0.0
,350.0,4.68,0.0
,360.0,4.66,0.0
,370.0,4.8,0.0
,380.0,4.79,0.0
,390.0,4.87,0.0
,400.0,4.85,0.0
,410.0,5.16,0.0
,420.0,5.03,0.0
,430.0,5.08,0.0
,440.0,4.83,0.0
,450.0,4.71,0.0
,460.0,4.53,0.0
,470.0,4.4,0.0
,480.0,4.25,0.0
,490.0,4.04,0.0
,500.0,4.07,0.0
,510.0,3.7,0.0
,520.0,4.05,0.0
,530.0,4.17,0.0
,540.0,4.42,0.0
,550.0,4.44,0.0
,560.0,4.78,0.0
,570.0,4.77,0.0
,580.0,5.09,0.0
,590.0,5.23,0.0
,600.0,5.31,0.0
,610.0,5.73,0.0
,620.0,5.83,0.0
,630.0,6.07,0.0
,640.0,5.96,0.0
,650.0,5.97,0.0
,660.0,6.49,0.0
,670.0,6.57,0.0
,680.0,6.79,0.0
,690.0,7.08,0.0
,700.0,7.08,0.0
,710.0,7.37,0.0
,720.0,7.3,0.0
,730.0,7.39,0.0
,740.0,7.51,0.0
,750.0,7.37,0.0
,760.0,7.8,0.0
,770.0,7.74,0.0
,780.0,7.78,0.0
,790.0,7.75,0.0
,800.0,7.49,0.0
,810.0,7.39,0.0
,820.0,6.96,0.0
,830.0,6.95,0.0
,840.0,7.29,0.0
,850.0,7.04,0.0
,860.0,6.82,0.0
,870.0,6.79,0.0
,880.0,6.89,0.0
,890.0,6.7,0.0
,900.0,6.63,0.0
,910.0,6.65,0.0
,920.0,6.47,0.0
,930.0,6.43,0.0
,940.0,5.89,0.0
,950.0,5.85,0.0
,960.0,5.71,0.0
,970.0,5.65,0.0
,980.0,5.51,0.0
,990.0,5.62,0.0
,1000.0,5.53,0.0
,1010.0,5.47,0.0
,1020.0,5.49,0.0
,1030.0,5.47,0.0
,1040.0,5.44,0.0
,1050.0,5.52,0.0
,1060.0,5.06,0.0
,1070.0,4.86,0.0
,1080.0,4.76,0.0
,1090.0,4.72,0.0
,1100.0,4.57,0.0
,1110.0,4.43,0.0
,1120.0,4.26,0.0
,1130.0,4.16,0.0
,1140.0,4.01,0.1
,1150.0,4.03,0.0
,1160.0,3.98,0.0
,1170.0,4.21,0.0
,1180.0,4.32,0.1
,1190.0,4.25,0.1
,1200.0,4.3,0.0
,1210.0,4.36,0.0
,1220.0,4.58,0.0
,1230.0,4.67,0.1
,1240.0,4.64,0.1
,1250.0,4.53,0.2
,1260.0,4.54,0.0
,1270.0,4.46,0.0
,1280.0,4.45,0.1
,1290.0,4.6,0.1
,1300.0,4.54,0.4
,1310.0,4.58,0.4
,1320.0,4.54,0.2
,1330.0,4.56,0.0
,1340.0,4.61,0.0
,1350.0,4.6,0.0
,1360.0,4.7,0.0
,1370.0,4.67,0.0
,1380.0,4.67,0.0
,1390.0,4.33,0.3
,1400.0,3.26,2.0
,1410.0,2.87,1.1
,1420.0,2.82,0.0
,1430.0,3.55,0.0
,0.0,3.83,0.0
,10.0,3.85,0.0
,20.0,3.72,0.0
,30.0,3.67,0.0
,40.0,3.51,0.0
,50.0,3.29,0.0
,60.0,3.13,0.0
,70.0,3.03,0.0
,80.0,3.01,0.0
,90.0,2.98,0.0
,100.0,3.01,0.0
,110.0,3.0,0.0
,120.0,3.17,0.0
,130.0,3.09,0.0
,140.0,3.26,0.0
,150.0,3.19,0.0
,160.0,3.16,0.0
,170.0,3.16,0.0
,180.0,3.18,0.0
,190.0,3.28,0.0
,200.0,3.05,0.0
,210.0,3.15,0.0
,220.0,3.17,0.0
,230.0,3.04,0.0
,240.0,2.99,0.0
,250.0,3.11,0.0
,260.0,3.0,0.0
,270.0,3.02,0.0
,280.0,2.96,0.0
,290.0,3.05,0.0
,300.0,2.99,0.0
,310.0,2.96,0.0
,320.0,3.0,0.0
,330.0,2.99,0.0
,340.0,2.87,0.0
,350.0,2.8,0.0
,360.0,2.77,0.0
,370.0,2.76,0.0
,380.0,2.77,0.0
,390.0,2.91,0.0
,400.0,3.04,0.0
,410.0,3.03,0.0
,420.0,3.2,0.0
,430.0,3.11,0.0
,440.0,3.15,0.1
,450.0,2.78,0.2
,460.0,2.24,0.2
,470.0,2.32,0.0
,480.0,2.4,0.0
,490.0,2.59,0.0
,500.0,2.6,0.1
,510.0,2.82,0.0
,520.0,3.0,0.0
,530.0,3.22,0.0
,540.0,3.37,0.0
,550.0,2.67,0.0
,560.0,3.59,0.0
,570.0,3.97,0.0
,580.0,4.01,0.0
,590.0,4.58,0.0
,600.0,4.43,0.0
,610.0,4.95,0.0
,620.0,4.83,0.0
,630.0,4.6,0.0
,640.0,4.98,0.0
,650.0,5.18,0.0
,660.0,5.33,0.0
,670.0,5.14,0.0
,680.0,5.23,0.0
,690.0,4.86,0.0
,700.0,4.29,0.1
,710.0,4.05,0.0
,720.0,4.57,0.0
,730.0,5.04,0.0
,740.0,5.3,0.0
,750.0,5.88,0.0
,760.0,5.68,0.0
,770.0,6.04,0.0
,780.0,5.98,0.0
,790.0,5.32,0.0
,800.0,5.44,0.0
,810.0,5.43,0.0
,820.0,5.55,0.0
,830.0,5.54,0.0
,840.0,5.45,0.0
,850.0,5.46,0.0
,860.0,5.38,0.0
,870.0,5.35,0.0
,880.0,5.31,0.0
,890.0,5.18,0.0
,900.0,5.27,0.0
,910.0,5.11,0.0
,920.0,5.08,0.0
,930.0,5.16,0.0
,940.0,5.07,0.0
,950.0,4.92,0.0
,960.0,4.96,0.0
,970.0,4.67,0.0
,980.0,4.4,0.0
,990.0,4.41,0.0
,1000.0,4.4,0.0
,1010.0,4.31,0.0
,1020.0,4.63,0.0
,1030.0,4.61,0.0
,1040.0,4.77,0.0
,1050.0,4.77,0.0
,1060.0,4.83,0.0
,1070.0,4.96,0.0
,1080.0,4.99,0.0
,1090.0,4.96,0.0
,1100.0,4.78,0.0
,1110.0,4.83,0.0
,1120.0,4.85,0.0
,1130.0,4.75,0.0
,1140.0,4.98,0.0
,1150.0,4.84,0.0
,1160.0,4.69,0.0
,1170.0,4.49,0.0
,1180.0,4.66,0.0
,1190.0,4.65,0.0
,1200.0,4.85,0.0
,1210.0,4.73,0.0
,1220.0,4.66,0.0
,1230.0,4.38,0.0
,1240.0,4.53,0.0
,1250.0,4.5,0.0
,1260.0,4.48,0.0
,1270.0,4.4,0.0
,1280.0,4.26,0.0
,1290.0,3.5,0.1
,1300.0,2.92,0.2
,1310.0,2.74,0.1
,1320.0,2.9,0.2
,1330.0,2.8,0.2
,1340.0,2.97,0.1
,1350.0,2.99,0.2
,1360.0,3.02,0.1
,1370.0,2.94,0.1
,1380.0,3.07,0.0
,1390.0,3.07,0.0
,1400.0,3.15,0.1
,1410.0,3.16,0.1
,1420.0,3.12,0.2
,1430.0,3.12,0.2
,0.0,3.02,0.1
,10.0,3.07,0.0
,20.0,3.11,0.2
,30.0,3.2,0.0
,40.0,3.34,0.0
,50.0,3.48,0.0
,60.0,3.53,0.0
,70.0,3.97,0.0
,80.0,3.99,0.0
,90.0,4.12,0.0
,100.0,4.22,0.0
,110.0,4.35,0.0
,120.0,4.42,0.0
,130.0,4.56,0.0
,140.0,4.58,0.0
,150.0,4.65,0.0
,160.0,4.77,0.0
,170.0,4.9,0.0
,180.0,4.89,0.0
,190.0,5.1,0.0
,200.0,5.1,0.0
,210.0,5.19,0.0
,220.0,5.72,0.0
,230.0,6.13,0.0
,240.0,6.35,0.0
,250.0,6.84,0.0
,260.0,7.74,0.0
,270.0,7.98,0.0
,280.0,8.35,0.0
,290.0,8.39,0.0
,300.0,8.53,0.0
,310.0,8.52,0.0
,320.0,8.38,0.0
,330.0,8.44,0.0
,340.0,8.24,0.0
,350.0,7.95,0.0
,360.0,7.8,0.0
,370.0,7.63,0.0
,380.0,7.61,0.0
,390.0,7.82,0.0
,400.0,7.83,0.0
,410.0,8.21,0.0
,420.0,8.53,0.0
,430.0,8.69,0.0
,440.0,9.19,0.0
,450.0,9.25,0.0
,460.0,9.49,0.0
,470.0,9.63,0.0
,480.0,10.24,0.0
,490.0,9.9,0.0
,500.0,10.29,0.0
,510.0,10.45,0.0
,520.0,11.15,0.0
,530.0,11.84,0.0
,540.0,12.33,0.0
,550.0,12.38,0.1
,560.0,11.93,0.0
,570.0,11.45,0.0
,580.0,10.99,0.2
,590.0,10.71,0.2
,600.0,10.45,2.0
,610.0,10.64,0.1
,620.0,10.13,0.1
,630.0,10.79,0.0
,640.0,10.81,0.0
,650.0,11.19,0.0
,660.0,11.04,0.0
,670.0,4.37,2.3
,680.0,4.87,1.0
,690.0,4.81,0.4
,700.0,4.61,0.0
,710.0,4.49,0.1
,720.0,4.54,0.1
,730.0,4.63,0.0
,740.0,5.01,0.0
,750.0,5.18,0.0
,760.0,5.46,0.0
,770.0,5.59,0.0
,780.0,5.82,0.0
,790.0,5.99,0.0
,800.0,6.0,0.0
,810.0,5.93,0.0
,820.0,3.96,0.1
,830.0,4.21,0.0
,840.0,5.03,0.0
,850.0,5.41,0.0
,860.0,5.37,0.0
,870.0,5.98,0.0
,880.0,6.56,0.0
,890.0,6.72,0.0
,900.0,6.62,0.0
,910.0,6.74,0.0
,920.0,6.84,0.0
,930.0,6.89,0.0
,940.0,6.96,0.0
,950.0,6.82,0.0
,960.0,6.85,0.0
,970.0,6.67,0.0
,980.0,6.7,0.0
,990.0,6.61,0.0
,1000.0,6.7,0.0
,1010.0,6.48,0.0
,1020.0,6.38,0.0
,1030.0,6.36,0.0
,1040.0,6.17,0.0
,1050.0,5.91,0.0
,1060.0,5.93,0.0
,1070.0,6.01,0.1
,1080.0,3.39,1.3
,1090.0,2.89,0.0
,1100.0,3.11,0.0
,1110.0,3.37,0.0
,1120.0,3.37,0.0
,1130.0,3.13,0.0
,1140.0,3.39,0.0
,1150.0,3.51,0.0
,1160.0,3.9,0.0
,1170.0,4.42,0.0
,1180.0,4.43,0.0
,1190.0,4.96,0.0
,1200.0,5.45,0.0
,1210.0,5.11,0.1
,1220.0,5.13,0.0
,1230.0,5.01,0.0
,1240.0,5.34,0.0
,1250.0,5.28,0.0
,1260.0,5.15,0.0
,1270.0,5.19,0.0
,1280.0,4.31,0.4
,1290.0,3.73,0.6
,1300.0,3.03,0.8
,1310.0,3.13,0.0
,1320.0,3.76,0.0
,1330.0,3.92,0.0
,1340.0,4.34,0.0
,1350.0,4.54,0.1
,1360.0,4.26,0.4
,1370.0,4.28,0.1
,1380.0,4.41,0.0
,1390.0,4.68,0.1
,1400.0,4.6,0.1
,1410.0,4.35,0.1
,1420.0,4.28,0.1
,1430.0,4.26,0.1
,0.0,4.33,0.0
,10.0,4.46,0.1
,20.0,4.67,0.0
,30.0,4.66,0.0
,40.0,4.62,0.1
,50.0,4.48,0.0
,60.0,4.38,0.0
,70.0,4.08,0.0
,80.0,4.03,0.1
,90.0,4.07,0.0
,100.0,3.88,0.0
,110.0,3.61,0.1
,120.0,3.52,0.1
,130.0,3.54,0.0
,140.0,3.56,0.1
,150.0,3.55,0.2
,160.0,3.53,0.1
,170.0,3.56,0.2
,180.0,3.47,0.1
,190.0,3.52,0.1
,200.0,3.49,0.1
,210.0,3.49,0.0
,220.0,3.63,0.0
,230.0,3.6,0.0
,240.0,3.54,0.1
,250.0,3.49,0.0
,260.0,3.37,0.0
,270.0,3.41,0.0
,280.0,3.49,0.1
,290.0,3.56,0.0
,300.0,3.55,0.0
,310.0,3.54,0.0
,320.0,3.63,0.0
,330.0,3.62,0.0
,340.0,3.72,0.0
,350.0,3.87,0.0
,360.0,3.94,0.0
,370.0,4.16,0.0
,380.0,4.37,0.0
,390.0,4.36,0.0
,400.0,4.27,0.0
,410.0,4.43,0.0
,420.0,4.42,0.0
,430.0,4.34,0.0
,440.0,4.39,0.1
,450.0,4.46,0.1
,460.0,4.47,0.1
,470.0,4.4,0.0
,480.0,4.33,0.3
,490.0,3.97,0.4
,500.0,3.76,0.4
,510.0,3.65,0.2
,520.0,3.62,0.1
,530.0,3.75,0.2
,540.0,3.96,0.1
,550.0,4.18,0.3
,560.0,4.21,0.3
,570.0,4.63,0.5
,580.0,4.88,0.5
,590.0,4.98,0.2
,600.0,5.09,0.4
,610.0,5.47,0.4
,620.0,5.55,0.3
,630.0,6.04,0.5
,640.0,6.53,0.3
,650.0,6.96,0.5
,660.0,7.42,0.5
,670.0,7.46,0.7
,680.0,7.51,0.5
,690.0,8.0,0.4
,700.0,8.55,0.8
,710.0,8.75,0.5
,720.0,9.12,0.4
,730.0,9.32,1.0
,740.0,9.44,0.9
,750.0,9.71,0.9
,760.0,9.75,0.8
,770.0,9.76,1.3
,780.0,9.8,0.9
,790.0,10.27,0.3
,800.0,10.35,0.5
,810.0,10.4,0.3
,820.0,10.57,0.1
,830.0,10.62,0.0
,840.0,10.75,0.2
,850.0,10.88,0.1
,860.0,10.76,0.1
,870.0,10.58,0.3
,880.0,10.91,0.0
,890.0,10.96,0.0
,900.0,10.91,0.0
,910.0,11.04,0.0
